ID_Cliente,Cancelación,Género,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Conectado,Servicio_Teléfono,Líneas_Múltiples,Servicio_Internet,Seguridad_En_Línea,Respaldo_En_Línea,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Tipo_Contrato,Factura_Electrónica,Método_Pago,Cargos_Mensuales,Cargos_Totales,Cargos_Diarios
8232-CTLKO,0.0,Female,0,1,1,66,1,0,DSL,1,0,0,0,1,0,Two year,1,Electronic check,59.75,3996.8,1.992
8232-UTFOZ,0.0,Male,0,0,0,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,1399.35,0.665
8234-GSZYK,0.0,Male,0,0,0,43,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,1110.05,0.882
8237-ULIXL,0.0,Female,0,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,1871.85,0.8280000000000001
8241-JUIQO,0.0,Female,0,0,0,61,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,1336.35,0.648
8242-JSVBO,0.0,Male,0,0,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.65,322.5,1.488
8242-PDSGJ,0.0,Male,0,1,0,70,0,No phone service,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),39.15,2692.75,1.305
8242-SOQUO,0.0,Female,1,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,84.7,392.5,2.823
8245-UMPYT,1.0,Female,1,0,0,16,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.4,1581.2,3.213
8246-SHFGA,0.0,Male,0,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.1,385.55,0.7030000000000001
8249-THVEC,0.0,Male,0,1,1,51,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,997.75,0.647
8250-ZNGGW,0.0,Female,1,0,0,5,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),59.9,287.85,1.9969999999999999
8257-RZAHR,1.0,Female,0,1,0,14,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),64.7,941.0,2.157
8258-GSTJK,1.0,Male,1,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77.0,237.75,2.567
8259-DZLIZ,0.0,Female,0,1,1,64,1,1,DSL,0,1,0,0,0,0,One year,1,Bank transfer (automatic),53.85,3399.85,1.795
8259-NFJTV,0.0,Female,0,1,1,7,0,No phone service,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.65,246.6,1.155
8260-NGFNY,1.0,Female,0,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.2,25.2,0.84
8261-GWDBQ,0.0,Female,1,1,0,60,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,6925.9,3.868
8262-COGGB,0.0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45,0.682
8263-JQAIK,1.0,Male,1,0,0,2,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.45,47.5,0.8150000000000001
8263-OKETD,0.0,Female,0,0,0,20,1,1,DSL,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),68.9,1370.35,2.297
8263-QMNTJ,0.0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.55,8425.3,3.852
8265-HKSOW,0.0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,0,Credit card (automatic),107.45,7658.3,3.582
8266-VBFQL,0.0,Male,0,0,0,4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,356.65,3.013
8267-KFGYD,0.0,Male,0,0,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,21.05,0.7020000000000001
8267-ZNYVZ,1.0,Female,0,1,0,33,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,103.75,3361.05,3.458
8268-YDIXR,0.0,Male,0,1,0,56,1,1,Fiber optic,1,1,1,0,0,0,One year,1,Electronic check,93.15,5253.95,3.105
8270-RKSAP,0.0,Male,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.5,597.9,2.35
8272-ONJLV,0.0,Male,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,One year,0,Electronic check,95.7,1184.0,3.19
8276-MQBYC,1.0,Male,1,0,0,51,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,97.8,4913.3,3.26
8277-RVRSV,0.0,Female,0,1,1,33,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,800.3,0.805
8280-MQRQN,1.0,Female,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.45,50.45,1.682
8285-ABVLB,0.0,Female,0,1,0,70,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1328.35,0.662
8286-AFUYI,0.0,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,47.95,47.95,1.5979999999999999
8290-YWKHZ,1.0,Female,1,1,0,32,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.2,2931.0,3.107
8292-FRFZQ,0.0,Female,0,0,0,39,0,No phone service,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),41.15,1700.9,1.3719999999999999
8292-ITGYJ,0.0,Female,0,1,1,45,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,1138.8,0.8220000000000001
8292-TYSPY,1.0,Male,0,0,0,19,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),55.0,1046.5,1.833
8294-UIMBA,0.0,Female,0,0,0,30,1,0,Fiber optic,0,0,0,1,1,1,One year,1,Bank transfer (automatic),94.4,2638.1,3.147
8295-FHIVV,0.0,Male,0,0,0,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,168.65,0.647
8295-KMENE,0.0,Female,0,1,1,59,1,1,DSL,1,0,1,1,1,0,Two year,1,Mailed check,76.45,4519.5,2.548
8305-VHZBZ,1.0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,0.673
8309-IEYJD,0.0,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.6,70.6,2.3529999999999998
8309-PPCED,0.0,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.45,7982.5,3.682
8311-UEUAB,0.0,Female,0,1,1,67,1,1,DSL,1,0,0,0,1,1,Two year,1,Electronic check,75.5,5229.45,2.517
8313-AFGBW,0.0,Male,0,1,0,47,1,0,DSL,0,1,1,0,1,1,Two year,0,Electronic check,73.6,3522.65,2.453
8313-KTIHG,0.0,Male,0,0,0,4,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,61.3,249.4,2.043
8313-NDOIA,0.0,Female,0,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.15,2494.65,3.472
8314-DPQHL,0.0,Male,0,0,0,9,0,No phone service,DSL,1,0,1,1,0,1,One year,0,Mailed check,50.8,463.6,1.693
8314-HTWVE,0.0,Female,0,1,1,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,144.15,0.662
8316-BBQAY,0.0,Female,0,0,0,65,0,No phone service,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),59.95,3921.1,1.998
8317-BVKSO,0.0,Male,0,0,0,14,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.05,299.3,0.668
8318-LCNBW,0.0,Male,0,1,0,35,0,No phone service,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),53.15,1930.9,1.772
8319-QBEHW,0.0,Male,0,0,1,26,0,No phone service,DSL,0,1,0,0,1,0,One year,1,Bank transfer (automatic),39.95,1023.75,1.332
8325-QRPZR,0.0,Female,0,0,0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,75.15,525.0,2.505
8327-LZKAS,1.0,Female,1,1,0,43,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,107.55,4533.9,3.585
8327-WKMIE,0.0,Male,0,0,0,37,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.15,785.75,0.672
8328-SKJNO,0.0,Male,0,0,1,23,0,No phone service,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),40.65,947.4,1.355
8329-GWVPJ,0.0,Female,0,1,1,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,2.325
8329-IBCTI,1.0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,0.655
8329-UTMVM,0.0,Male,1,0,0,27,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),104.65,2964.0,3.488
8331-ZXFOE,0.0,Female,0,0,0,58,1,1,DSL,1,1,1,1,0,0,One year,1,Credit card (automatic),71.1,4299.2,2.37
8332-OSJDW,0.0,Male,0,1,1,12,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,26.4,314.95,0.88
8336-TAVKX,0.0,Female,1,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),78.45,5682.25,2.615
8337-MSSXB,1.0,Female,0,0,0,14,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.3,1180.95,2.877
8337-UPOAQ,1.0,Male,1,1,0,10,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.8,914.3,2.993
8338-QIUNR,0.0,Male,0,1,1,72,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),66.5,4811.6,2.217
8344-WFMFH,0.0,Male,0,0,1,9,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,50.1,484.05,1.67
8345-MVDYC,0.0,Female,0,0,0,45,1,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),81.65,3618.7,2.722
8347-GDTMP,0.0,Female,0,1,0,64,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,0.648
8348-HFYIV,1.0,Male,0,0,0,2,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,49.25,90.35,1.642
8348-JLBUG,0.0,Male,1,1,0,64,1,0,Fiber optic,1,0,1,0,0,0,One year,0,Credit card (automatic),80.3,5017.7,2.677
8350-NYMVI,0.0,Female,0,0,0,39,0,No phone service,DSL,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),41.1,1597.05,1.37
8356-WUAOJ,0.0,Female,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.0,45.0,1.5
8357-EQXFO,1.0,Female,0,0,0,7,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,95.35,660.9,3.178
8361-LBRDI,0.0,Female,0,0,0,58,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.35,1423.85,0.812
8361-LTMKD,1.0,Male,1,1,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.4,306.6,2.48
8364-TRMMK,1.0,Female,0,0,0,3,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.65,151.3,1.6880000000000002
8372-JUXUI,1.0,Male,0,0,1,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,74.35,2.478
8374-UULRV,0.0,Male,0,0,0,72,1,1,DSL,1,1,0,1,1,1,Two year,0,Credit card (automatic),86.05,6309.65,2.868
8374-XGEJJ,1.0,Male,1,1,0,43,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.0,4388.4,3.367
8375-DKEBR,1.0,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,2.32
8375-KVTHK,0.0,Male,0,1,0,68,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,100.3,6754.35,3.343
8378-LKJAF,0.0,Male,0,1,1,38,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.15,3956.7,3.372
8380-MQINP,0.0,Female,0,1,1,55,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,1079.05,0.677
8380-PEFPE,1.0,Male,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,71.65,2.388
8382-SHQEH,1.0,Female,0,1,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,764.95,2.83
8383-SGHJU,0.0,Female,0,0,0,33,1,1,DSL,1,0,0,1,0,0,One year,0,Electronic check,59.4,1952.8,1.98
8384-FZBJK,0.0,Female,0,1,1,57,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.6,5611.7,3.3529999999999998
8387-MOJJT,1.0,Female,0,1,1,42,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),77.95,3384.0,2.598
8387-UGUSU,0.0,Female,0,1,1,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,284.3,0.668
8388-DMKAE,0.0,Female,0,0,0,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,174.65,0.675
8388-FYNPZ,0.0,Male,0,0,0,4,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,56.75,245.15,1.892
8390-FESFV,0.0,Female,0,0,0,62,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),84.5,5193.2,2.817
8393-DLHGA,1.0,Male,0,0,1,25,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.9,2448.75,3.197
8393-JMVMB,0.0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,19.45,0.648
8395-ETZKQ,0.0,Male,1,1,1,68,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.5,1193.55,0.65
8397-MVTAZ,1.0,Male,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3480.0,3.335
8398-TBIYD,0.0,Female,0,0,0,72,1,1,Fiber optic,1,0,0,1,0,0,Two year,1,Bank transfer (automatic),84.7,6185.15,2.823
8399-YNDCH,1.0,Male,1,0,0,21,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),60.05,1236.15,2.002
8400-WZICQ,0.0,Female,0,1,1,55,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.7,3131.8,1.857
8401-EMUWF,0.0,Male,0,1,1,42,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),69.4,3058.3,2.313
8402-EIVQS,0.0,Male,0,1,0,67,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),100.9,6733.15,3.363
8402-OOOHJ,0.0,Female,0,0,0,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.65,835.15,0.6880000000000001
8404-FYDIB,0.0,Male,0,0,0,26,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),86.65,2208.75,2.888
8404-GFGCZ,0.0,Male,0,1,0,4,1,1,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,65.6,250.1,2.187
8404-VIOMB,0.0,Female,0,0,0,66,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),62.5,4136.4,2.083
8404-VLQFB,0.0,Female,0,1,1,15,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.25,394.85,0.842
8405-IGQFX,0.0,Female,0,0,0,63,1,0,Fiber optic,0,0,1,1,1,0,One year,1,Credit card (automatic),90.05,5817.0,3.002
8406-LNMHF,0.0,Male,1,1,0,59,1,0,Fiber optic,1,1,1,0,0,0,One year,1,Credit card (automatic),82.95,4903.15,2.765
8409-WQJUX,0.0,Female,0,0,0,25,0,No phone service,DSL,0,0,1,1,1,1,One year,0,Electronic check,54.2,1423.15,1.807
8410-BGQXN,0.0,Male,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,93.4,0.647
8413-VONUO,1.0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,95.65,167.3,3.188
8413-YNHNV,0.0,Male,0,0,0,69,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,90.65,6322.1,3.022
8414-MYSHR,1.0,Male,1,0,0,5,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.4,449.75,3.047
8414-OOEEL,0.0,Male,0,0,1,66,1,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),79.5,5196.1,2.65
8417-FMLZI,1.0,Male,0,1,1,6,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),83.55,477.55,2.785
8417-GSODA,0.0,Male,0,1,1,28,1,1,Fiber optic,0,0,0,0,1,1,One year,0,Bank transfer (automatic),92.2,2568.15,3.073
8421-WZOOW,0.0,Female,1,1,1,57,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Credit card (automatic),95.3,5567.45,3.177
8429-XIBUM,1.0,Male,0,0,0,22,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),101.35,2317.1,3.378
8430-TWCBX,0.0,Female,0,1,0,49,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.7,1032.05,0.6900000000000001
8433-WPJTV,0.0,Female,1,1,1,65,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),103.9,6767.1,3.463
8433-WXGNA,1.0,Male,0,0,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.7,189.2,2.523
8434-PNQZX,0.0,Female,0,0,0,42,1,1,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),78.45,3373.4,2.615
8434-VGEQQ,0.0,Male,0,1,1,61,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1305.95,0.685
8436-BJUMM,1.0,Male,0,1,1,26,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,83.75,2070.6,2.792
8439-LTUGF,0.0,Male,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.0,198.6,0.667
8441-SHIPE,0.0,Female,0,0,0,67,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.6,1790.35,0.853
8443-WVPSS,1.0,Male,0,1,0,10,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,99.85,990.9,3.328
8443-ZRDBZ,1.0,Male,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,318.9,2.535
8444-WRIDW,1.0,Female,1,0,0,66,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),80.45,5224.35,2.682
8445-DNBAE,0.0,Male,0,0,1,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.05,50.05,1.6680000000000001
8450-JOVAH,1.0,Male,0,1,1,2,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,56.7,113.55,1.8900000000000001
8450-LUGUK,0.0,Female,0,1,1,37,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.1,861.85,0.803
8450-UYIBU,0.0,Female,1,0,0,35,0,No phone service,DSL,0,0,1,0,1,0,Month-to-month,1,Electronic check,39.85,1434.6,1.328
8454-AATJP,0.0,Female,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.05,8405.0,3.835
8455-HIRAQ,0.0,Female,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.45,369.3,1.482
8456-QDAVC,0.0,Male,0,0,0,19,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),78.7,1495.1,2.623
8457-XIGKN,0.0,Male,0,0,0,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.6,356.15,0.653
8461-EFQYM,0.0,Female,0,0,0,38,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,24.25,914.4,0.808
8464-EETCQ,0.0,Male,0,0,0,57,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),18.8,1094.35,0.627
8465-SBRXP,0.0,Male,0,1,1,38,1,1,Fiber optic,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),94.9,3616.25,3.163
8466-PZBLH,0.0,Male,0,1,1,67,1,1,Fiber optic,1,0,0,1,1,1,Two year,0,Bank transfer (automatic),104.6,6885.75,3.487
8467-WYNSR,0.0,Male,0,0,0,22,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,55.1,1253.15,1.837
8468-EHYJA,0.0,Female,0,1,0,57,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.65,5497.05,3.322
8468-FZTOE,0.0,Female,0,1,1,72,1,0,DSL,1,1,1,1,0,1,Two year,1,Electronic check,74.35,5237.4,2.478
8469-SNFFH,0.0,Male,0,1,0,70,1,1,DSL,1,1,1,1,1,0,One year,0,Bank transfer (automatic),79.4,5528.9,2.6470000000000002
8473-VUVJN,1.0,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.65,73.65,2.455
8474-UMLNT,0.0,Female,0,0,0,13,1,0,DSL,1,1,0,1,0,1,Month-to-month,0,Bank transfer (automatic),67.8,842.25,2.26
8480-PPONV,0.0,Male,0,1,1,62,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),115.55,7159.05,3.852
8481-YYXWG,1.0,Female,0,0,0,5,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Electronic check,89.35,461.7,2.9779999999999998
8485-GJCDN,1.0,Female,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.05,318.5,2.302
8486-AYEQH,0.0,Female,0,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,2227.8,2.535
8490-BXHEO,0.0,Male,1,0,0,18,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),80.55,1411.65,2.685
8495-LJDFO,0.0,Female,1,0,0,64,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),108.95,7111.3,3.632
8495-PRWFH,0.0,Female,1,0,0,42,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,55.65,2421.75,1.855
8496-DMZUK,0.0,Male,0,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,One year,0,Bank transfer (automatic),90.4,2820.65,3.013
8496-EJAUI,1.0,Male,0,0,0,19,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),73.85,1424.5,2.462
8498-XXGWA,0.0,Female,0,1,0,65,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,55.15,3673.15,1.838
8499-BRXTD,0.0,Male,0,0,0,18,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,401.85,0.67
8510-AWCXC,1.0,Female,1,0,0,13,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.8,1308.1,3.36
8510-BBWMU,0.0,Female,0,0,0,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.75,806.95,0.658
8510-TMWYB,0.0,Female,0,1,1,54,1,1,DSL,0,1,1,0,0,0,Two year,1,Bank transfer (automatic),59.8,3246.45,1.9929999999999999
8512-WIWYV,0.0,Male,0,0,0,32,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.35,707.5,0.678
8513-OLYGY,0.0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.8,8332.15,3.86
8514-VZHEB,0.0,Male,0,1,1,59,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,1147.85,0.65
8515-OCTJS,1.0,Female,0,0,0,25,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,692.1,0.8250000000000001
8519-IMDHU,1.0,Male,1,1,0,15,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.6,1345.55,2.8529999999999998
8519-QJGJD,1.0,Female,0,0,0,14,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.35,1025.95,2.512
8532-UEFWH,0.0,Male,0,1,1,52,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1345.85,0.858
8535-SFUTN,0.0,Male,0,0,0,61,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,106.45,6300.15,3.548
8540-ZQGEA,0.0,Female,0,1,0,54,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1102.4,0.668
8541-QVFKM,0.0,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.5,632.2,2.45
8543-MSDMF,0.0,Male,0,0,0,3,1,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,77.4,206.15,2.58
8544-GOQSH,0.0,Female,0,0,0,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),80.05,1112.3,2.668
8544-JNBOX,0.0,Male,0,0,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.8,1521.2,0.6930000000000001
